age,recruitment_person_number,acceptance_method_code,age_limit,company_home_page_url,company_name,company_representative,company_staff_contact,company_staff_name,company_type,company_working_name,coords,deadline_status,detailed_contents,employment_shape,employment_shape_name,etc_item,from_acceptance_date,job_category,job_code,job_id,link_system_id,link_system_name,place_detail_address,recruitment_title,to_acceptance_date,work_place_code,work_place_name,x,y,zip_code
60,1,방문,,,(주)삼오관리,권선영,,권선영,N,(주)삼오관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240409,,,K120252404090009,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동, 삼오빌딩)",[부천신중동역] 미화원 모집 (1명),20240608,010160,,127.0150600,37.5411193,04735
60,1,방문,,,(주)삼오관리,권선영,,권선영,N,(주)삼오관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240409,,,K120252404090020,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동, 삼오빌딩)",[인크루트회사] 서울역인근 청소미화원 모집,20240608,010160,,127.0150600,37.5411193,04735
60,1,방문,,,(주)삼오관리,권선영,,권선영,N,(주)삼오관리,"127.0150600,37.5411193",접수중,,기타,CM0105,장애인 ,20240415,,,K120252404150029,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동, 삼오빌딩)",[FNC엔터테인먼트 성수사옥] 뚝섬역 인근  *시설팀장님* 모집,20240614,010160,,127.0150600,37.5411193,04735
60,1,방문,,,주식회사삼오종합관리,권선영,,권선영,N,주식회사삼오종합관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240417,,,K120252404170011,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21 (옥수동, 삼오빌딩)",[일산21세기병원] 고양시 백석역 도보2분 미화원 (1명) 모집,20240601,010160,,127.0150600,37.5411193,04735
60,1,방문,,,주식회사삼오종합관리,권선영,,권선영,N,주식회사삼오종합관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240422,,,K120252404220009,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21 (옥수동, 삼오빌딩)",[(주)인터아이코리아] 남부터미널역 인근 건물관리원 (1명),20240621,010160,,127.0150600,37.5411193,04735
60,1,방문,,-,(주）우리휴먼서비스,윤기원,02-460-3870,윤기원,N,(주）우리휴먼서비스,"127.0575629,37.5429286",접수중,,기타,CM0105,"장애인 -인근거주자
-경증 신체장애 우대합니다.",20240422,,,K120252404220015,B,워크넷,"04783 서울특별시 성동구 연무장11길 10, 2층 (성수동2가, 우리큐브)",우리W타워 미화주간반 반장님 모십니다.,20240507,010160,서울 성동구,127.0575629,37.5429286,04783
60,1,방문,,,(주)삼오관리,권선영,,권선영,N,(주)삼오관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240424,,,K120252404240003,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21, 2층 (옥수동, 삼오빌딩)",(주)에땅 천안물류센터 건물관리원 모집,20240622,010160,,127.0150600,37.5411193,04735
60,1,방문,,,주식회사 삼오피엠씨,권선영,,권선영,N,주식회사 삼오피엠씨,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240430,,,K120252404300019,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21, 4층 (옥수동, 삼오빌딩)",[HLB제약] 화성시향남읍  미화원 모집,20240629,010160,경기 화성시,127.0150600,37.5411193,04735
60,1,방문,,,주식회사삼오종합관리,권선영,,권선영,N,주식회사삼오종합관리,"127.0150600,37.5411193",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240430,,,K120252404300020,B,워크넷,"04735 서울특별시 성동구 한림말길 41-21 (옥수동, 삼오빌딩)",[일산21세기병원] 고양시 백석역 도보2분 미화원 (1명) 모집,20240629,010160,,127.0150600,37.5411193,04735
60,10,방문,,,화인택시주식회사,유정식,02-916-5352,유정식,N,화인택시주식회사,"126.9054062,37.5744841",접수중,,기타,CM0105,"(준)고령자(50세이상), 운전면허증, 장애인 안녕하십니까. 가족같은 택시! 친구같은 택시! 화인택시(주)입니다.
저희 화인택시는카카오 T블루 가맹업체이며, 서울 서대문구 북가좌삼거리에 위치한 보유대수 72대 규모의 회사입니다.
일반택시는 물론 카카오 T블루등 상시 기사모집을 하고있으며,경력자는 물론 초보자 장애인 고령자 등 언제든지 환영합니다.  

입사상담 02)916-5351~2",20240412,,,K120312404120006,B,워크넷,"03715 서울특별시 서대문구 수색로 133, 1,3층 (북가좌동)",카카오T블루 택시기사 모집 (일반택시 기사 포함),20240611,010140,서울 서대문구,126.9054062,37.5744841,03715
60,1,방문,,www.hdcnr.co.kr/,현대씨앤알(주),김영수,02-393-1477,김영수,N,현대씨앤알(주),"127.0991124,37.5157873",접수중,,기타,CM0105,"(준)고령자(50세이상), 장애인 ",20240424,,,K120312404240025,B,워크넷,05510 서울특별시 송파구 송파대로 570 (신천동),"[신촌역, 이대역] 하늬솔빌딩 시설직원 채용(가스안전관리자 선임 가능자 필수)",20240520,010180,서울 서대문구,127.0991124,37.5157873,05510
60,1,방문,,http://www.advantech.co.kr,어드밴텍케이알(주),정준교,02-3660-9251,정준교,N,어드밴텍케이알(주),"126.8404559,37.5669502",접수중,,기타,CM0105,"고용촉진장려금대상자, 장애인 ",20240419,,A01005,K120412404190006,B,워크넷,"07791 서울특별시 강서구 강서로 463, 4층 (마곡동, 새싹타워)",재무회계(F&A) 부문 채용 (신입),20240531,010040,서울 강서구,126.8404559,37.5669502,07791
60,1,방문,,,케이에스피앤주식회사,심재정,,심재정,N,케이에스피앤주식회사,"126.8246797,37.5585790",접수중,,기타,CM0105,"운전면허증, 장애인 1. 친절하고 밝은 성격
2. 경비원 신임교육 이수자
3. 청원 경찰 등 은행 보안 유경력자",20240422,,,K120412404220020,B,워크넷,"07807 서울특별시 강서구 마곡중앙1로 20, 6층 612호 (마곡동, 마곡엠시그니처)",국민은행 여주지점  보안요원 채용(05/13 배치예정),20240513,010040,경기 여주시,126.8246797,37.5585790,07807
60,2,방문,,https://www.gmeremit.com,주식회사 글로벌머니익스프레스,성종화,02-3673-5559,성종화,N,주식회사 글로벌머니익스프레스,"126.8975476,37.5205200",접수중,,기타,CM0105,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240415,,A01005,K120422404150054,B,워크넷,"07292 서울특별시 영등포구 영등포로 150, 901호~911호 (당산동1가, 생각공장 당산)",[영등포] 해외송금 서비스 인바운드 CS 상담,20240611,010200,서울 영등포구,126.8975476,37.5205200,07292
60,50,방문,,www.seoulcab.com,서울택시(주),이성동,02-3667-3400,이성동,N,서울택시(주),"126.8237053,37.5354040",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240418,,,K120422404180004,B,워크넷,07909 서울특별시 양천구 가로공원로 69 (신월동),"택시 승무직(~연봉 6,000만원)에 새롭게 도전하실 분을 모십니다!!!",20240506,010190,,126.8237053,37.5354040,07909
60,50,방문,,www.seoulcab.com,서울택시(주),이성동,02-3667-3400,이성동,N,서울택시(주),"126.8237053,37.5354040",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240422,,,K120422404220027,B,워크넷,07909 서울특별시 양천구 가로공원로 69 ,"택시 승무원(~연봉 6,000만원)에 새롭게 도전하실 분을 모십니다!!!",20240506,010190,서울 양천구,126.8237053,37.5354040,07909
60,1,방문,,goam.co.kr,(주)고암,김강열,,김강열,N,(주)고암,"126.9023722,37.5359986",접수중,,기타,CM0105,장애인 ,20240422,,,K120422404220054,B,워크넷,07222 서울특별시 영등포구 당산로47길 19 (당산동6가),(주)고암 인제대학교부산백병원 시설 전기팀 주간근무자 채용공고,20240621,010200,부산 부산진구,126.9023722,37.5359986,07222
60,1,방문,,,（주）건은휴넥스,권재현,,권재현,N,（주）건은휴넥스,"126.9309372,37.5191451",접수중,,기타,CM0105,"(준)고령자(50세이상), 장애인 일반경비원 신임교육이수증(최근 3년 이내)
수습기간(3개월)
복지카드 소지",20240429,,,K120422404290047,B,워크넷,"07333 서울특별시 영등포구 여의대방로 379 (여의도동, 제일빌딩 713)",구로디지털1단지 삼성IT밸리 빌딩 격일경비원 모집(빌딩경비경력필),20240531,010200,서울 구로구,126.9309372,37.5191451,07333
60,2,방문,,,엘림에스(유),이윤필,02-6082-5457,이윤필,N,엘림에스(유),"126.8840719,37.5235205",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240430,,,K120422404300038,B,워크넷,07275 서울특별시 영등포구 영등포로 21 (양평동2가),아산 배방자이1차아파트 외곽미화원 2명 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),20240515,010200,,126.8840719,37.5235205,07275
60,1,방문,,http://www.misungmpro.com,미성엠프로 주식회사,이영일,02-3660-6895,이영일,N,미성엠프로 주식회사,"126.8970270,37.5251231",접수중,,기타,CM0105,"운전면허증, 장애인, 차량소지자 ",20240502,,,K120422405020013,B,워크넷,"07259 서울특별시 영등포구 당산로 118 (당산동3가, 대흥빌딩)",미시령터널 시설관리원(전기기능사) 모집,20240628,010200,강원 고성군,126.8970270,37.5251231,07259
60,1,방문,,www.kdvowelfare.or.kr,서울시립상이군경복지관,홍흥근,02-935-6375,홍흥근,N,서울시립상이군경복지관,"127.0576748,37.6428232",접수중,,기타,CM0105,"고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장애인 ○ 상이군경 당사자, 취업지원 대상자, 장애인
○ 컴퓨터 활용능력 우수자
○ 운전면허 소지 및 운전 가능자
○ 사회복지시설 사회복지사 근무경력 1년이상

※장애인 학대 및 성범죄/ 아동학대/ 노인학대 범죄전력이 있는 분은 지원할 수 없습니다.
※기타 자세한 내용은 서울시립상이군경복지관 홈페이지 채용공고 참고.",20240430,,,K120512404300016,B,워크넷,"01772 서울특별시 노원구 덕릉로70가길 73, 서울시립상이군경복지관 (상계동)",서울시립상이군경복지관 직원 채용 재공고(사무원),20240515,010090,서울 노원구,127.0576748,37.6428232,01772
60,1,방문,,,길요양원,손형곤,02-2171-1706,손형곤,N,길요양원,"127.0734977,37.6564730",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 ",20240503,,,K120512405030029,B,워크넷,"01701 서울특별시 노원구 한글비석로15길 48, 4층, 5층 (중계동)",길요양원 조리원 모집합니다,20240519,010090,서울 노원구,127.0734977,37.6564730,01701
60,1,방문,,,사이영판,좌동엽,02-928-4208,좌동엽,N,사이영판,"127.0149504,37.5962896",접수중,,시간제일자리,CM0103,"운전면허증, 장애인 ",20240424,,,K120572404240001,B,워크넷,"02830 서울특별시 성북구 동소문로13나길 112, 1층 (동소문동7가, 외1필지 102)",배송 운전자 구인(장애인 우대),20240507,010170,서울 성북구,127.0149504,37.5962896,02830
60,2,방문,,http://www.kdmp.or.kr,사단법인한국장애인문화인쇄협회,김숙현,02-2683-0955,김숙현,N,사단법인한국장애인문화인쇄협회,"126.8559682,37.4961893",접수중,,기타,CM0105,장애인 ,20240419,,,K120612404190036,B,워크넷,"08274 서울특별시 구로구 개봉로23길 10, 2층 (개봉동)",[인쇄물]편집디자이너 모집,20240515,010070,서울 구로구,126.8559682,37.4961893,08274
60,1,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자 우대",20240422,,,K120612404220038,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",화서역 푸르지오 브리시엘 오피스텔 소장 모집,20240506,010080,경기 수원시 장안구,126.8876739,37.4655207,08595
60,1,방문,,www.korea-in.co.kr,주식회사 코리아인,김성준,070-5088-2761,김성준,N,주식회사 코리아인,"126.8842936,37.4732413",접수중,,기타,CM0105,"(준)고령자(50세이상), 장애인 ",20240423,,,K120612404230043,B,워크넷,"08589 서울특별시 금천구 가산디지털1로 83, 205호 (가산동, 파트너스타워)",[화성동탄/경력무관/신입가능] 수소충전소 직원 채용,20240508,010080,경기 화성시,126.8842936,37.4732413,08589
60,2,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자 / 등급이 있는 국가유공자",20240423,,,K120612404230071,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",봇들마을 3단지 미화원 모집(성남시 분당구),20240507,010080,,126.8876739,37.4655207,08595
60,3,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"고용촉진장려금대상자, 장애인 ",20240424,,,K120612404240005,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",인천가정2지구 행복주택 아파트 미화원 모집,20240507,010080,,126.8876739,37.4655207,08595
60,2,방문,,,주식회사은진,조현순,02-816-3263,조현순,N,주식회사은진,"126.9214591,37.4991872",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용허가제, 장애인 ",20240429,,,K120612404290004,B,워크넷,"07055 서울특별시 동작구 여의대방로26길 22, 2층 (대방동, 본사사옥)","(충무로역)더 솔라고 호텔 객실 청소 남,여(룸메이드) 모집",20240628,010120,서울 중구,126.9214591,37.4991872,07055
60,1,방문,,,삼우안전관리유한책임회사,송하영,02-2082-6370,송하영,N,삼우안전관리유한책임회사,"126.8810571,37.4772267",접수중,,기타,CM0105,장애인 ,20240429,,,K120612404290009,B,워크넷,"08506 서울특별시 금천구 가산디지털2로 98 (가산동, 롯데아이티캐슬)",수원하늘채더퍼스트2단지 실내동 미화원 구인,20240513,010080,경기 수원시 권선구,126.8810571,37.4772267,08506
60,1,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자 우대",20240429,,,K120612404290068,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",예성 그린캐슬 2차 아파트(관악구),20240513,010080,서울 관악구,126.8876739,37.4655207,08595
60,1,방문,,,주식회사아스타아이비에스,임만규,,임만규,N,주식회사아스타아이비에스,"126.8922636,37.4976985",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장애인, 차량소지자 ",20240430,,,K120612404300011,B,워크넷,"08298 서울특별시 구로구 공원로 3, 1층 (구로동, 선경오피스텔1층)",SK바이오텍(세종) 미화원 모집,20240515,010070,세종,126.8922636,37.4976985,08298
60,2,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240502,,,K120612405020021,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",갑을명가1차 아파트 경비원 구인,20240516,010080,서울 동작구,126.8876739,37.4655207,08595
60,2,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인 (경증) 복지카드 소지자 우대",20240502,,,K120612405020022,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",상도1차 갑을명가 아파트 미화원 모집 (동작구),20240516,010080,서울 동작구,126.8876739,37.4655207,08595
60,1,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 운전면허증, 장애인 운전면허 필수",20240502,,,K120612405020031,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",일진빌딩 주차관리 모집(구로구-구로디지털단지 역 인근),20240516,010080,서울 구로구,126.8876739,37.4655207,08595
60,1,방문,,,성화개발（주）,길준오,02-2624-2256,길준오,N,성화개발（주）,"126.8876739,37.4655207",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 (경증) 복지카드 소지자 우대",20240502,,,K120612405020059,B,워크넷,"08595 서울특별시 금천구 범안로 1130, 1111호, 209호 (가산동, 디지털엠파이어빌딩)",호수마을 e편한세상 2단지 아파트 경비원 모집(김포시),20240516,010080,경기 김포시,126.8876739,37.4655207,08595
60,1,방문,,,엘림에스(유),이윤필,02-6082-5457,이윤필,N,엘림에스(유),"126.8840719,37.5235205",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240430,,,K160042404300034,B,워크넷,07275 서울특별시 영등포구 영등포로 21 (양평동2가),광주 신창5차 호반베르디움아파트 경비원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),20240515,010200,광주 광산구,126.8840719,37.5235205,07275
60,1,방문,,http://www.adecco.co.kr/,（주）아데코코리아,LURO BRYAN JEAN PHILIPPE(브라?,041-731-8607,LURO BRYAN JEAN PHILIPPE(브라?,N,（주）아데코코리아,"127.0790500,37.5105300",접수중,,기타,CM0105,"(준)고령자(50세이상), 장애인 ",20240423,,,K170042404230014,B,워크넷,"05556 서울특별시 송파구 백제고분로 69, (주)아데코코리아 (잠실동)",[충남 논산/215만원] 미화원 채용,20240522,010180,충남 논산시,127.0790500,37.5105300,05556
60,1,방문,,www.unicef.or.kr,사단법인유니세프한국위원회,정갑영,02-724-8511,정갑영,N,사단법인유니세프한국위원회,"126.9321985,37.5485440",접수중,,기타,CM0105,"보훈취업지원대상자, 장애인 ",20240423,,,KF10052404230002,B,워크넷,"04099 서울특별시 마포구 서강로 60 (창전동, 유니세프빌딩)",사단법인 유니세프 한국위원회_후원자 대상 콘텐츠 및 캠페인 담당 계약직(1년 육아휴직대체) 채용,20240505,010130,서울 마포구,126.9321985,37.5485440,04099
60,1,방문,,,서울특별시동대문구시설관리공단,인택환,02-6929-0682,인택환,N,서울특별시동대문구시설관리공단,"127.0298979,37.5722724",접수중,,기타,CM0105,"(준)고령자(50세이상), 보훈취업지원대상자, 북한이탈주민, 장애인 ",20240502,,,KF11002405020002,B,워크넷,"02587 서울특별시 동대문구 무학로 89, 동대문구민행복센터 4층 (용두동)",동대문구시설관리공단 이문체육문화센터 시니어인턴 채용,20240507,010110,서울 동대문구,127.0298979,37.5722724,02587
60,1,방문,,,폴리텍주식회사,설종문,02-2060-8870,설종문,N,폴리텍주식회사,"126.9568658,37.5484895",접수중,,기타,CM0105,"(준)고령자(50세이상), 장애인 ",20240419,,,KF11022404190002,B,워크넷,"04207 서울특별시 마포구 마포대로14길 19-1 (공덕동, 그랜드빌딩)",서초구 서초래미안상가 미화원 모집,20240507,010130,서울 서초구,126.9568658,37.5484895,04207
60,1,방문,,,엘림에스(유),이윤필,02-6082-5457,이윤필,N,엘림에스(유),"126.8840719,37.5235205",접수중,,기타,CM0105,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인 ",20240422,,,KJHA002404220003,B,워크넷,07275 서울특별시 영등포구 영등포로 21 (양평동2가),세종 한뜰마을2단지 더샵센트럴시티아파트 내부 미화원 채용합니다. (장애인등록증 소지자 우대),20240506,010200,,126.8840719,37.5235205,07275
